isbn13,title,description,author
9791190779517,아오키 카즈코의 특별한 자수 여행,"자수 디자이너 아오키 카즈코가 작품에 영감을 주는 공간 15곳을 여행하고 그 특별한 이야기를 수놓아 기록한 책이다. 꽃집과 장미 정원 등 자수의 주요 모티프가 되는 장소를 중심으로, 전문가들이 손수 가꾼 공간에서 나눈 이야기와 아이디어가 신선한 자수 작품과 함께 펼쳐진다.","아오키 카즈코 (지은이), 배혜영 (옮긴이)"
9791168030305,나도 캘리애처럼 손글씨 잘 쓰고 싶어 워크북 (스프링) - 한 권으로 끝내는 또박체와 흘림체 수업,"캘리애 배정애 작가의 ‘또박체’와 ‘흘림체’를 익히는 본 책과 동일한 구성에서 두 배 이상 연습 분량을 늘린 따라 쓰기 실전 워크북이다. 독자 편의를 위해 상단 스프링 제본을 택해 글씨를 오래 써도 손이 피로하지 않으며, 어떤 위치에 쓰든 손에 걸리는 것이 없다.",배정애 (지은이)
9791197743023,핏블리 피트니스 해부학 - 해부학 박사가 알려주는 웨이트 트레이닝을 위한 쉬운 해부학,핏블리 WTPA협회 해부학 박사 조호정 강사와 함께 전문적이고 웨이트 트레이닝을 접목한 실전 해부학 도서를 담았다. 운동 전문가부터 운동을 취미로 하는 사람까지 누가 봐도 얻을 게 많은 책이다.,"핏블리(문석기), 조호정 (지은이)"
9791161505916,미꽃체 필사 노트 - 미꽃 글씨로 따라 쓰는 인생시(時),"직접 만든 인쇄된 폰트 같은 예쁜 손글씨 ‘미꽃체’로 온라인 클래스 베스트 강의 손글씨 1위, 손글씨 입문자를 위한 워크북 ‘미꽃체 손글씨 노트’로 베스트셀러 분야 1위를 한 ‘미꽃’ 작가의 책이다. 미꽃 작가의 미꽃체로 필사한 시와 작품을 감상하고, 나만의 미꽃체로 따라 써보자.",최현미 (지은이)
9791165344894,피로세포 - 당신을 서서히 죽이는,"이동환 원장이 그간 강연과 유튜브에서 미처 다루지 못했던 ‘세포’의 지대한 영향력에 대해 다루고 있다. 우리가 먹는 것부터 움직이는 것, 자는 것에 이르기까지, 어떻게 해야 건강한 세포를 통해 질병을 예방하고 생기 넘치는 삶을 영위할 수 있는지에 대해 심도 깊게 살펴본다.",이동환 (지은이)
9791197743016,"핏블리 운동 호르몬 생리학 - 보이지 않는 강력한 메신져, 호르몬 이해하기","수많은 사람들이 몸을 만들기 위해, 다이어트를 하기 위해 운동‘만’ 열심히 한다. 그가 강조하는건 “운동만 열심히 하면 몸이 고생한다” 근육증가든 다이어트든 인체에서 일어나는 생리학 기전을 이해하고 운동하는게 중요하다고 저자는 강조한다.","핏블리(문석기), 문나람 (지은이)"
9791160077902,처음 시작하는 과슈 일러스트 - Yirang's Gouache Drawing Class,"수채 과슈 드로잉&컬러링북. 고급 용지 DS Prince를 사용하여 특별 제작했으며 &lt;처음 시작하는 과슈 일러스트 드로잉&컬러링북&gt;이 부록으로 함께 구성되어 있다. 편의를 위해 스케치 패드처럼 제본하여, 30장 모두 낱장으로 뜯어서 사용할 수 있다.",김이랑 (지은이)
9788978496544,플레이스테이션 퍼펙트 카탈로그 하권,"플레이스테이션의 다양한 하드웨어와 주변기기, 99년부터 04년까지 출시된 게임 타이틀들을 수록했으며, 당시 플레이스테이션의 개발 배경에 대한 흥미로운 에피소드도 담고 있다. 본문 뒷부분에는 도서에 소개된 소프트를 가나다순으로 원제목과 함께 정리하였다.","마에다 히로유키 (지은이), 김경문 (옮긴이), 조기현 (감수)"
9791168943452,프로야구 스카우팅 리포트 2022,"40주년을 맞이한 KBO 리그 2022시즌을 다양한 시선으로 분석한 이번 시즌 유일한 스카우팅 리포트. 예년과 마찬가지로 10대 키워드를 정해 각 팀의 전력변화, 플레이 트렌드를 분석한다. 기자들의 현장친화적인 취재와 국가대표 야구만화가 최훈의 카툰도 여전하다.","최훈, 고유라, 김여울, 이성훈, 이용균, 최민규 (지은이)"
9791155361771,하나만 입어도 멋진 셔츠 원피스,"22가지 디자인의 셔츠 원피스와 소품 2가지를 담았다. 기본 스타일 이외에도 밴드칼라, 스목 셔츠, 드로스트링, 가운 스타일 등 다양한 스타일의 셔츠 원피스를 소개한다. 특히 간편한 디자인의 스키퍼칼라 셔츠 원피스, 뒷자락이 긴 스타일 등 다양하게 소개했다.","부티크사 편집부 (지은이), 남궁가윤 (옮긴이)"
9791197799303,"식물, 같이 키우실래요? - 외목대 달인 블랙죠의 가드닝 노하우","1000종이 넘는 식물을 직접 키우고 연구한 경험을 비롯해 온갖 시행착오와 성공 사례, 자신만의 노하우와 철학 등 식물에 대해 말하고 싶었던 모든 걸 한 권의 책에 담았다. 식집사 블랙죠의 다양하고 속 깊은 식물 이야기를 만나볼 수 있다.",블랙죠 (지은이)
9791188073887,2022 K리그 스카우팅리포트 - K리그 관전을 위한 가장 쉽고도 완벽한 준비,"K리그 전문 유튜브 채널 [볼만찬 기자들]의 윤진만, 박찬준 기자를 비롯하여 스포츠조선 축구팀 기자 6인이 필진으로 참여해 현장 취재를 통한 최신 소식과 정보를 수록할 수 있게 됐다. K리그 모든 구단의 동계 전지훈련지를 밀착 취재하여 생생한 뉴스와 이슈를 쓸어 담았다.","김성원, 이원만, 김용, 윤진만, 박찬준, 김가을 (지은이)"
9791165218836,프랑스 자수 원데이 클래스 - 시간순삭 원데이 클래스,전 세계 11만 구독자의 사랑을 받는 프랑스 자수 유튜버 블랑주니의 첫 자수 책. 심플하고 단정하면서도 실의 매력과 아름다운 컬러의 조합을 살려 작품의 디테일을 높이는 저자의 자수 노하우가 가득 담겼다.,김주연 (지은이)
9791191998047,"배구, 사랑에 빠지는 순간 - 알고 보면 열 배 더 재밌는 배구 이야기","배구는 그냥 봐도 즐겁고 재미있다. 그런데, 깊이 보면 볼수록 헤아릴 수 없는 매력이 가득하다. 배구의 기초부터 꼼꼼하게 파악하고, 그 흐름과 원리, 지식들을 알고 보면 ‘열 배, 스무 배는 더 재미있어지는’ 스포츠라는 것을 알려주는 책이다.",곽한영 (지은이)
9791188417469,하나뿐인 수채화 컬러링북 - 일상의 작은 행복을 기록하는 방법,"화사한 꽃과 싱그러운 초록 잎, 귀여운 동물과 달콤한 디저트까지. 지루한 일상에 소소한 행복을 더해 주는 작은 것들을 한 권의 컬러링북에 담았다. 도톰한 수채화 전용지(DS Prince)에 인쇄된 컬러링 도안을 마음이 가는 대로 채워 보자.",하나 (지은이)
9788964945315,인체 생리학 교과서 - 내 몸이 왜 아픈지 해부학적으로 알고 싶을 때 찾아보는 생리 의학 도감,"생리학의 기본을 확실하게 정리하고, 검증된 최신 자료를 기반으로 전문 의학 지식을 알차게 담았다. 다양한 일러스트와 시각 자료를 활용해 어려운 내용도 쉽게 이해할 수 있다.","장은정 (옮긴이), 이시카와 다카시, 김홍배 (감수)"
9791188471300,진주의 키토 다이어트 도시락,"어떻게 하면 좀 더 편하고 쉽게 도시락을 쌀 수 있을까? 밀 프렙, 미리 만들어 두면 도시락 싸기 편한 것과 사두면 도시락 싸기 유용한 재료를 소개하고 음식의 특성에 따른 도시락 용기 선택과 사용 방법, 있으면 더 편한 도구의 사용법까지 알려준다.","진주 (지은이), 송재현 (감수)"
9791189143275,음식과 치유 - 아시아의 전통 의학과 현대 영양학,"세계 각지의 오랜 식이요법 역사 속에서 검증되고, 함유된 성분 분석과 임상 사례를 통해 과학적으로 효능이 입증된 식품들을 동양의학이라는 탄탄한 이론 체계에 통합하여 소개하고 있다. 저자는 일관되게 채식 중심의 홀푸드(whole food) 식단을 제안한다.","폴 피치포드 (지은이), 이희건 (옮긴이)"
9791190555913,매일 너와 함께 : 그림비 컬러링북,"봄, 여름, 가을, 겨울, 계절이 흐르는 그림을 보며 ‘우리’로 가득한 사랑스러운 순간을 떠오르게 하는 컬러링북으로, 53만 이상이 팔로잉하는 인기 일러스트레이터 그림비(배성태)의 첫번째 컬러링북이기도 하다.",배성태 (지은이)
9788994199788,기억 속의 너를 그리다 - 그때의 나와 당신이 함께 추억하는 인형 컬러링북,"&lt;사랑스러운 너를 그리다&gt; 인형 컬러링북의 저자 그리고(AND)의 두 번째 컬러링북이다. 이번 책은 오랫동안 작가가 좋아했던, 그 시절 우리가 좋아했던 영화와 책 속 주인공들을 모티브 삼아 그림을 그렸다.",고희진(그리고AND) (지은이)
9791191509199,왜 아플까,"심장 질환, 암, 뇌혈관 질환, 알츠하이머병, 당뇨병. 이 모든 질환의 공통적인 원인은 ‘인슐린 저항성’이다. 이름조차 낯선 이 질병과 어떻게 싸워야 할까? 신장 전문의이자 인슐린 전문가 벤저민 빅먼 박사가 이 막강한 전염병에서 벗어날 가장 쉽고 확실한 비법을 공개한다.","벤저민 빅먼 (지은이), 이영래 (옮긴이), 황성혁 (감수)"
9791197743009,핏블리 다이어트 생리학 - 전공자가 아니어도 이해되는 실전 다이어트 생리학 가이드,“왜 살이 안빠지냐구요? 운동을 너무 열심히 했기 때문이죠!” “운동만 열심히 하면 몸이 고생한다” 근육증가든 다이어트든 인체에서 일어나는 생리학 기전을 이해하고 운동하는게 중요하다고 그는 강조한다.,"핏블리(문석기), 문나람 (지은이)"
9791138314527,소워니놀이터의 띠부띠부 직업놀이 - 떼었다 붙였다 하면서 즐기는 종이놀이 도안집 2탄,"‘종이놀이 도안 맛집’으로 잘 알려진 소워니놀이터만의 특징을 가득 담아 만든 도안집이다. 한번 놀고 나면 쉽게 망가졌던 기존의 종이놀이에서 벗어나 도안을 코팅하여 내구성을 높이고, 양면테이프를 활용해 떼었다 붙였다 하면서 더욱 재미있게 종이놀이를 할 수 있다.",조윤성 (지은이)
9791160807981,엄마의 음식 컬러링북 - 추억하고 말하고 색칠하는,"화가이자 미술치료 수업을 해온 저자는 이 책을 통해 그리운 엄마의 음식을 추억하게 하고, 사랑하는 사람들을 위해 요리하던 그때를 생각나게 한다. 색칠하다 보면 음식을 통해 나눈 즐겁고 따뜻한 기억이 새록새록 떠오를 것이다.",이경신 (지은이)
9791190779500,5분 컬러링북 : 귀여운 동물 컬러링,"깜찍하고 귀여운 동물을 색연필로 채색하는 컬러링북이다. 작고 온순한 친칠라부터 바다의 귀염둥이 해달과 하프물범, 동화책 단골손님 당나귀까지 40여 종의 귀여운 동물을 밑그림을 활용해 컬러링할 수 있다.",김충원 (지은이)
9791190569415,오무라이스 잼잼 함께 떠나는 세계 여행 컬러링북,"아침 일찍 졸린 눈을 비비고 공항에 도착해 환전하고, 면세점 쇼핑하고, 두근두근 이륙! 기내식 냠냠 먹고 한잠 자고 일어나니 홍콩, 오사카, 하와이, 뉴욕, 시드니! 기다려라 맛집들! 방구석에서 한 장 한 장 색칠하며 함께 떠나보자.",조경규 (지은이)
9788984055537,노화가 잘못됐습니다 - 의사가 가르쳐주는 시간을 멈추는 식사법,의학적으로 검증된 시간을 멈추는 식사법! 백세시대를 천천히 즐기는 방법. 베스트셀러 《식사가 잘못됐습니다》 마키타 젠지 박사의 신작이다. “죽음은 피할 수 없지만 노화는 멈출 수 있습니다”,"마키타 젠지 (지은이), 김윤희 (옮긴이)"
9788954762816,운동 말고 움직임 리셋 - 통증 없이 백 세까지 살고 싶다면,EBS 클래스ⓔ 강연 중 폭발적인 화제를 모았던 [맨손 통증 치료법]의 부위별 운동법을 엮은 이 책은 홍정기 운동과학 박사가 최초로 공개하는 움직임 회복 가이드다. 재활 치료 실전 경험과 운동과학 이론을 바탕으로 통증을 해소하고 바른 움직임을 찾을 수 있는 기적의 운동법을 담았다.,홍정기 (지은이)
9791196105679,색연필 풍경화 컬러링북 - 쉽고 재미있게 그리는,"예쁜 풍경화를 그리는 김소라 작가의 그림을 이번에는 색연필로 만나볼 수 있다. 세계의 다양한 곳을 그리며 지난날의 아련한 추억을 되살리고, 여행을 계획하고 있다면 설렘을 가득 채울 수 있는 색연필 풍경화 작품들로 담았다.",김소라 (지은이)
9788901254678,김대리의 쉽게 뜨는 요즘 니트 - 매일 입고 싶은 20가지 손뜨개 옷과 소품,수많은 독자들을 손뜨개 니트의 세계로 안내했던 『쉽게 뜨는 탑다운 니트』의 저자 ‘바늘이야기 김대리’가 더욱 트렌디하고 풍성해진 두 번째 도안집으로 돌아왔다. 이번 책에는 김대리의 젊은 감각이 돋보이는 데일리 니트 작품 20점을 수록했다.,김대리(바늘이야기) (지은이)
9791191509250,진주의 HAPPY 키토 인스턴트팟 - 저탄수화물 다이어트 레시피 - 건강 인스턴트팟 요리 108,"베스트셀러 &lt;해피 키토 시리즈&gt; 저자, 진주의 최신작으로, 쉽고 빠르게 즐기는 인스턴트팟 저탄수화물 레시피를 담았다. 인스턴트팟은 매우 쓰임새가 다양하다. 오래 끓이거나 삶는 국물 요리는 말할 것도 없고 덩어리 고기까지도 빠르고 간편하게 조리할 수 있다.",진주 (지은이)
9791190555883,풍경을 그리는 오일파스텔 컬러링북,"꽃이 핀 들판, 숲을 비춘 호수, 눈 내린 작은 집, 아름다운 오로라 등 기억하고 떠나고 싶은 아름다운 풍경 24곳을 담은 오일파스텔 컬러링북이다. 오일파스텔 컬러링 초보자부터 오일파스텔 드로잉 도전을 앞둔 컬러링 고수까지 즐길 수 있다.",구현선 (지은이)
9791188253258,파자마 필라테스 - 일만 알던 내 몸에 필요한 운동 루틴,"20년 동안 필라테스 선생님으로 활동해온 저자가 수업에 나올 수 없는 수강생들을 위해 만든 아주 쉬운 동작들로 이루어져 있다. 도입부에서는 필라테스의 기본 개념과 핵심 용어를 설명하고, 상황에 맞게 자신만의 운동 루틴을 구성하는 법도 소개한다.","마리아 맨킨, 마야 톰리아노비치 (지은이), 임현경 (옮긴이)"
8809846850006,2022 백 투 베이직 벽걸이 달력 - 레전드 보디빌더 강경원의,"모두가 인정한 한국 최고의 보디빌더 강경원의 2022년 캘린더가 출간되었다. 기본적인 달력이 갖추는 모든 표기를 갖추어 일정 확인과 메모가 용이하며, 여기에 매달 바뀌는 강경원의 격언과 이달의 추천 운동을 추가해 운동하는 이들이 원하는 모든 요소를 갖춘 달력이 탄생했다.",강경원 (지은이)
9791197519628,인생을 바꾼 식사의 기적 - 이유 없이 아픈 내 몸을 치유하는 1·1·2 식단,"저자가 식이지도사로 활동하면서 만난 다양한 이들의 사연이 실려 있다. 이 책은 빠른 체중 감량을 약속하지 않는다. 다만 일상을 압박하지 않는 식단과 습관 변화를 통해 내 몸의 회복력을 올려 순환, 대사, 소화력, 호르몬 안정화가 목적이다.",김남희 (지은이)
9791191183115,"이렇게 맛있고 멋진 채식이라면 2 - 다이어트가 내 안으로, 개정판","채식과 요리책에 관한 고정관념을 깬 ‘이렇게 맛있고 멋진 채식이라면’ 두 번째 이야기. “지금 당신이 하고 있는 채식은 올바른 다이어트의 방법일까요?” 채식 요리의 스펙트럼을 한층 더 넓히고 몸의 회복 탄력성을 키워 저절로 몸 관리 되는 채소 위주의 느린 다이어트, 느리지만 올바른 식사 습관.",생강 (지은이)
9791191183092,이렇게 맛있고 멋진 채식이라면 3 - 사계절이 내 안으로,요리책으로선 가히 독보적인 스타일과 뛰어난 감각으로 꾸준히 사랑 받아온 채식 요리전문가 생강의 &lt;이렇게 맛있고 멋진 채식이라면&gt;이 4년 만에 세 번째 책을 내놓았다. 3권의 컨셉트는 ‘사계절이 내 안으로’다.,생강 (지은이)
9791188073818,20212022 V-리그 스카우팅리포트 - V-리그 관전을 위한 가장 쉽고도 완벽한 준비,"남자부, 여자부 각 팀의 새 시즌 전망부터, 선수들의 스토리와 자세한 기록, 발전해야 할 점, Best3 스탯과 더불어 일상 모습이 담긴 특별사진과 친필 각오가 담겼고, 배구 덕후 브이툰 작가의 느낌이 살아있는 선수 캐리커처까지 포함된 선수소개 스카우팅리포트 페이지까지 알차게 구성했다.","신승준, 이호근, 오해원, 이재상 (지은이), 브이툰 (그림)"
9791197455476,천하무적 박정권 - 한국시리즈를 제패한 박정권 이야기,"SK왕조시대를 대표한 4번 타자 박정권의 야구 인생과 은퇴 후 SSG 타격 코치로 활동하며 경험한 진솔한 이야기를 담고 있다. 무엇보다 코치가 되어 바라본 ‘야구’에 대한 깊이 있는 이야기와 현역 선수들, 야구 꿈나무들을 향한 그의 애정 어린 시선이 돋보인다.",박정권 (지은이)
9791138304474,소워니놀이터의 띠부띠부 가게놀이 - 떼었다 붙였다 하면서 즐기는 종이놀이 도안집,기존의 종이놀이는 종이가 찢어지거나 물에 젖으면 쉽게 망가지기 때문에 오래 가지고 놀 수가 없었다. 그래서 소워니놀이터는 도안을 코팅해 오래 가지고 놀아도 망가지지 않도록 만들었다. 만드는 과정이 헷갈린다면 QR코드를 스캔하여 동영상을 참고할 수 있다.,조윤성 (지은이)
9791197329548,"숨을, 쉬다 - 무너진 내 몸과 감정의 균형을 찾아주는 맨 처음 처방","숨의 원리와 숨 쉬기의 기초, 숨과 감정이 연결되는 메커니즘, 스트레스 반응과 회복력의 관계를 알기 쉽게 설명하고, 불안?분노?긴장?슬픔?불면 등을 다스리며, 집중력?회복력?친밀함?즐거움?활력 등을 향상시키는, 일상을 위한 25가지 숨 연습을 친절하게 소개한다.","애슐리 니스 (지은이), 이유림 (옮긴이)"
9788997107667,더 쉬운 보타니컬 아트 컬러링북 : 작은 정원 편 - 누구나 쉽게 따라 그리는,"매일 지나는 집 근처 길과 공원, 우리 집 베란다 등, 주변에서 자주 볼 수 있는 봉선화, 꽃기린, 소국처럼 소박하고 예쁜 꽃들을 소재로 삼았다. ‘더 쉬운’ 버전은  그림을 크고 시원하게 배치해 어린아이나 시니어 세대도 부담 없이 컬러링을 즐길 수 있도록 구성했다.","김민주 (지은이), 도지화 (감수)"
9791197455469,오늘도 택하겠습니다 - LG 트윈스 33번부터 지금까지 치고 달린 박용택의 인생 안타와 홈런!,LG 트윈스 박용택의 등번호 33번은 이제 영구결번이 되었다. 그와 함께 KBO 최초 200홈런 300도루 등 그가 남긴 기록은 한국 야구계의 전설이 되었다. 지금껏 말하지 못한 19년의 박용택의 속 깊은 이야기와 감사 인사를 전하는 이 책으로 당신께 더 한걸음 가까이 가고자 한다.,박용택 (지은이)
9791136286727,유럽 5대 리그 스카우팅 리포트 2021-22,"기존의 4대 리그 프리미어 리그, 라 리가, 분데스리가, 세리에A와 더불어 메시의 이적, 황의조의 진출로 국내를 비롯해 전 세계 축구팬의 관심이 집중되고 있는 프랑스 리그1까지. 골수 축구 팬들이라면 놓칠 수 없는 2021-22시즌에 업데이트된 정보를 망라했다.","장원구, 박찬하, 정지훈, 김강현, 김태석 (지은이)"
9791155718018,The Champion 2021-2022 : 유럽축구 가이드북,18년 동안 한 해도 거르지 않고 발간해 온 국내 최고 · 최강의 유럽축구 가이드북 《The Champion》이 유럽 리그의 다양한 이적 소식과 선수 정보들을 담아 한층 더 새로워진 모습으로 돌아왔다. 2021년 9월 이적 시장까지 담은 국내 최초 완결판이다.,"송영주, 이용훈, 한준, 김현민, 김정용, 류청 (지은이), 한준희 (감수)"
9791190061308,무엇이든 살 빼드립니다 - 한의사 살빼남이 알려주는 건강한 다이어트,"건강한 다이어트를 위한 식이요법 세 가지를 다룬다. 첫째 매일 같은 시간에 규칙적으로 식사할 것, 둘째 살찌지 않는 음식 위주로 식사할 것, 셋째 먹는 음식의 총량을 줄일 것. 이처럼 먹는 것만 잘 관리하면 건강과 체중을 한꺼번에 잡을 수 있다.","김희준, 김린, 유수빈, 박다빈, 이연지, 구정모 (지은이)"
9791191164954,펫 비타민 - 아프지 말개,사람도 반려동물도 건강 시그널을 잘 캐치하고 개선해가면 더욱 건강해지고 행복해진다는 메시지가 큰 공감을 불러일으켰던 예능 프로그램 KBS [펫 비타민]이 더욱 상세한 정보를 담아 반려견 건강 지침서 『펫 비타민』으로 출간되었다.,"KBS 〈펫 비타민〉 제작진 (지은이), 홍연정 (감수)"
9791188073795,20212022 프리미어리그 가이드북,"20212022시즌 프리미어리그를 깊고, 넓게 볼 수 있는 히든풋볼의 날카로운 통찰력과 분석, 시즌 전망을 프리미어리그 개막과 함께 만나볼 수 있다. 각 팀의 지난 시즌결과와 이번 시즌 전망을 살펴볼 수 있고, 이적 현황과 새로운 선수에 대한 소개 등을 담았다.",히든풋볼 (지은이)
9791188726929,"베이직하면서 시크하게 내 아이의 데일리룩 - 남자아이는 댄디하게, 여자아이는 큐트하게","일본 엄마들 사이에서 살로페트 열풍을 일으킨 코다마리(codamari) 브랜드를 국내 최초로 소개하는 소잉 북이다. 코다마리를 런칭한 타카시마 마리에는 이 책에서 다양한 캐주얼 의상과 졸업식, 입학식, 생일 등 특별한 날을 위한 이지 포멀룩을 선보인다.","타카시마 마리에 (지은이), 정유미 (옮긴이)"
9791160077346,매일 입고 싶은 남자 니트,"인기 있는 꽈배기 무늬 스웨터와 카디건, 북극곰 포인트 스웨터, 모던한 배색의 베스트와 원형 요크 스웨터 등 베이직한 스타일부터 트렌디한 디자인까지 다양한 연령에 어울리는 남자 니트를 소개한 책이다.","일본보그사 (지은이), 강수현 (옮긴이)"
9791164261819,라플로르 플라워 웨딩 부케,"국내외 14만 팔로워가 사랑한 연남동 인기 플라워숍 라플로르 플라워의 유니크한 부케와 작품 노하우, 그리고 책을 통해 공개되는 새로운 디자인을 만나보자. 다양한 '웨딩 플라워의 모든 것'을 만나볼 수 있다.",임샛별 (지은이)
9791167370501,"불 위의 여자 - 찬란한 갱년기, 몸과 호르몬에 관한 모든 것","독일 최고의 산부인과 전문의가 알려주는 35세 이후 더 빛나는 여성의 몸에 관한 모든 것. 저자는 자칫 복잡하고 어렵게 느껴질 수 있는 몸속 호르몬 체계에 대해 쉽고 친근하게 알려주며, 이 균형이 깨어져 발생하는 질병과 다양한 증상에 대해서도 상세히 설명한다.","실라 드 리즈 (지은이), 문항심 (옮긴이), 이은실 (감수)"
9791190555654,꽃과 소녀 컬러링북 두번째 - 마음을 담은 꽃말들,"꽃말, 꽃에 얽힌 이야기를 개성 넘치는 소녀들로 재해석해 많은 사랑을 받는 일러스트레이터 욘욘의 두번째 컬러링북이다. 프리지어, 작약, 팬지처럼 곁에 있는 꽃부터 흑백합, 레인보우 장미 같은 희귀한 꽃까지 총 37가지, 첫번째 컬러링북보다 더욱 풍성하게 담았다.",욘욘 (지은이)
9791197195662,사계절 컬러링북 - 초록담쟁이의 아름다운 날들,"네이버 그라폴리오 누적 조회수 556만, 그림 속에 이야기를 담는 작가 초록담쟁이의 컬러링북이 출간되었다. ‘마음의 방에서 솟아나는 문장과 이야기들을 정리하는 일이 바로 그림’이라고 말하는 작가는 이번 컬러링북에 총 60컷의 일러스트와 컬러링 그림을 담았다.",초록담쟁이 (지은이)
9788947547413,"나는 101세, 현역 의사입니다 - 은퇴를 모르는 장수 의사의 45가지 건강 습관","인류 수명 120세를 논하는 지금, 백 살이 넘어도 이렇게 나다운 생활을 지속할 수 있다면 얼마나 좋을까? 101세를 기념하여 자신의 활동법, 식사법, 질병 대처법, 마음 관리법을 45가지로 정리한 이 책에서 저자는 누구나 지금 당장 실천할 수 있는 근본적인 건강 습관을 알려준다.","다나카 요시오 (지은이), 홍성민 (옮긴이)"
9791190224994,나도 캘리애처럼 손글씨 잘 쓰고 싶어 - 한 권으로 끝내는 또박체와 흘림체,우리나라 최고의 감성 캘리그라퍼 ‘캘리애’ 배정애 작가는 손글씨 작업을 하다가 불현듯 깨달았다. ‘손글씨도 예쁘게 잘 쓰기 위한 법칙이 존재하는구나! 이것만 지켜도 누구나 손글씨를 예쁘게 잘 쓸 수 있구나!’ 이 책은 작가가 수년간 연습하고 연구한 끝에 정리한 책이다.,배정애 (지은이)
9791157687374,한 달 반 만에 9kg 감량 운동 없는 맛불리 다이어트 - 38만 구독자가 열광한 저탄수화물 다이어트 레시피,"유튜브 채널 &lt;맛불리TV&gt;에서 “운동 없이 맛부르게!”를 외치며 3년 째 수많은 다이어터에게 먹는 즐거움을 안겨주고 있는 맛불리의 레시피북. 직장인들의 점심 폭식 방지 밀프렙, 5분 컷 초간단 레시피 등 조회 수 수십 만 회를 기록한 레시피와 미공개 레시피를 모두 모았다.",맛불리 (지은이)
9788958207207,"식물 디자인의 발견 - 가든디자이너 오경아의 형태, 질감, 색, 계절별 정원 식물 스타일링","108가지 초본식물로 배우는 사계절 식물 스타일링. 어떻게 식물을 혼합시켜 쓸 수 있는지, 색, 형태, 질감 그리고 계절에 따른 식물 구성법은 무엇인지 알기 쉬운 글과 다채로운 그림으로 알려주며, 하나하나의 식물을 뛰어넘어 그 전체 조합의 아름다움을 새롭게 발견하고 느끼게 해준다.",오경아 (지은이)
9788997107650,꽃다발 수채화 컬러링북 - 누구나 쉽게 따라 그리는,"비단향꽃무, 샤프란, 벚꽃, 플루메리아, 접시꽃, 옥시페탈룸 등 총 26컷의 꽃다발 수채화가 담겨 있다. 제각각 다른 모습의 꽃들이 어우러져 조화를 이루는 꽃다발은 지금까지 채색해왔던 꽃들과는 또 다른 매력을 선사할 것이다.","이명선, 김소희, 김윤주, 김진희, 용순애 (지은이)"
9791165215996,내 몸이 원하는 영양제는 따로 있다,영양제에 대한 효과를 직접 체험하고 자신의 주관적인 경험을 기준으로 이야기하는 신현준과 철저한 근거를 바탕으로 객관적으로 이야기하는 의사가 만나 대화를 나눴다. 광고와 유행에 흔들리지 않는 나만의 가치관과 기준이 꼭 필요하다는 점을 강조한다.,"신현준, 정혜진 (지은이), 황세진 (감수)"
9791160806366,Cafe Merry 아크릴물감 컬러링 키트 - 내가 칠하고 완성하는 아트 포스터 컬렉션,"출간 즉시 예술 분야 1위에 올랐던 &lt;Merry Summer&gt;, &lt;Merry People&gt;에 이은 드로잉메리 작가의 세 번째 컬러링북이다. 이번 주제는 ‘카페’로 시원한 바다, 맑은 하늘, 커피 향이 물씬 풍기는 장면 12개를 담았다.",드로잉메리 (지은이)
9791158463571,당뇨병을 이긴 사람들의 비밀 - KBS 생로병사의 비밀,"신뢰할 수 있는 의학 정보만을 전해온 &lt;생로병사의 비밀&gt; 제작진이 당뇨병의 예방과 치료, 합병증 관리법까지 국내 당뇨병 명의 30인의 검증된 조언을 알차게 담았다. 생활에서 쉽게 따라 할 수 있는 혈당 관리 비법도 소개한다.","KBS 생로병사의 비밀 제작진 (지은이), 박철영 (감수)"
9791190555586,꽃을 그리는 시간 - 식물 컬러링북,"보는 것만으로도 기분이 좋아지는 식물을 색칠하며 마음을 돌보는 컬러링북이다. 많은 사람들이 사랑하는 수국, 동백, 벚꽃, 튤립 등 55가지 꽃을 포함한 다양한 식물을 담았다.",전유리 (지은이)
9791191347197,다이어트는 왜 우리를 살찌게 하는가 - 뇌과학이 풀어낸 체중 감량에 숨겨진 비밀,"저자는 다이어트의 성패는 개인의 의지가 아닌 ‘뇌’가 좌우한다는 사실을 발견했고, 체중 감량에 성공하려면 일단 굶어야 한다는 일반적 인식까지 모조리 뒤엎었다. 더 정확하게는, 인간이 다이어트에 실패하는 것은 아이러니하게도 뇌의 정상적인 메커니즘 때문임을 밝혀냈다.","샌드라 아모트 (지은이), 장혜인 (옮긴이)"
9791190955171,선동열 야구학 - 20세기 직감이 21세기 과학과 만났다,'일간스포츠' 연재 100만 뷰를 기록하며 야구팬들 사이에서 화제가 되었던 ‘선동열 야구학’이 책으로 출간되었다. 올드스쿨 선동열의 노련함과 전문성이 첨단 기술과 빅데이터를 만나 ‘최정상급 데이터 야구 바이블’이 완성되었다.,"선동열 (지은이), 김식 (정리)"
9791197196973,-10KG 밀가루 단식 - 내 몸 리셋 다이어트,SNS와 온라인상에서 무섭게 퍼지고 있는 밀가루 단식 챌린지의 주인공인 ‘선녀’의 처음 100일 동안의 도전을 책으로 엮었다. 단순히 밀가루만 끊은 게 아니라 몸을 아예 리셋해버리기 위해 디톡스를 위한 다이어트까지 감행한 100일이다.,최선녀 (지은이)
