isbn13,title,description,author
9791197934032,시니어 컬러링북 : 코리아 편 - 두뇌건강과 치매예방을 위한,"건강하고 행복한 노후를 원하는 시니어들을 위한 신개념 컬러링북, 세 번째 책 《시니어 컬러링북 코리아 편》이 출간되었다. 이번에는 한국인의 정서가 고스란히 담긴 대한민국을 대표하는 그림들로 구성했다. 그림을 그리며 옛 추억을 떠올리고 즐거움과 행복까지 동시에 얻을 수 있다.","에디트라이프 편집부 (지은이), 도지화 (감수)"
9791168128316,"오타니 쇼헤이의 위대한 시즌 - 야구소년에서 메이저리그 MVP 까지, 오타니는 어떻게 야구를 제패했나",한 시즌에 리그 홈런왕과 선발 10승이라는 상상도 못한 기록을 세운 ‘이도류’ 오타니 쇼헤이. 야구 전문기자인 저자는 누구보다 오타니를 많이 취재했다. 그는 오타니의 타임라인 속에서 우리가 미처 몰랐던 이야기를 찾아 한 사람의 삶과 한 시대의 야구를 한데 엮어냈다.,"제프 플레처 (지은이), 문은실 (옮긴이)"
9791160079661,52주의 이지 니트,"북유럽의 감성이 듬뿍 들어간 니트 작품으로 유명한 ‘52주’ 시리즈. 이번 책에서는 전 세계 디자이너가 디자인한 뜨개 쉬운 대바늘 니트 패턴 52가지를 소개한다. 기존의 시리즈와 달리 이 책에서는 베스트, 풀오버, 카디건, 양말, 모자, 스카프, 장갑 등 다양한 종류의 작품들을 담았다.","레인 (지은이), 조진경 (옮긴이)"
9791191059496,웰컴 투 종이 작업실 - Welcome to the Paper Workroom,"페이퍼 아티스트 박종이 작가의 25가지 작품과 전개도를 만날 수 있다. 직접 전개도를 오리고 붙이며, 페이퍼 아트를 경험하게 된다. 평면인 종이가 입체가 되고, 공간이 되면서 새로운 세계가 펼쳐진다.",박종이(박혜윤) (지은이)
9791191104776,약 없이 혈당 잡는 법 - 당을 알아서 낮추는 무적 체질 만들기,"우리 몸은 혈당을 내 마음대로 컨트롤 할 수 있는 체제를 가지고 있다. 이 책에서는 하루 5분, 이것이 운동인가 싶을 정도의 강도로도 혈당을 낮추는 데 필요한 근육을 키울 수 있는 방법을 알려 준다","가토 마사토시 (지은이), 나지윤 (옮긴이)"
9791130646664,기적의 자세요정 - 무너진 자세를 바로 세우는,"원인 모를 통증에 시달리는 많은 이가 스스로 몸을 이해하고 셀프케어 할 수 있도록, 이를 통해 더 건강하고 활기찬 삶을 만들기를 응원하는 마음을 담아 몸의 균형을 되찾는 기초 지식부터 세부 동작까지 상세히 안내한다.",자세요정 (지은이)
9791190118606,산키피디아 - 생활 등산&#8228;트레킹 가이드북,"인구의 절반 가까이 즐기는 국민 스포츠 ‘등산’. 등산을 잘하는 기술이 따로 있는 것은 아니지만, 안전하고 즐겁게 즐기는 방법은 분명히 있다. 이 책에서는 가장 대중적으로 산을 즐길 수 있는 등산(hiking)과 트레킹(trekking)에 특화된 정보를 담았다.",이원창 (지은이)
9791186552797,"운동화 신은 뇌 - 뇌를 젊어지게 하는 놀라운 운동의 비밀!, 개정판","하버드대 정신과 교수 존 레이티는 다양한 실험 사례와 연구 결과들을 바탕으로 운동과 뇌의 놀라운 메커니즘에 관한 증거들을 제시하고, 우리가 자유롭게 선택할 수 있는 간단한 운동요법을 함께 일러 준다.","존 레이티, 에릭 헤이거먼 (지은이), 이상헌 (옮긴이), 김영보 (감수)"
9791160079630,털실타래 Vol.5 (2023년 가을호),〈털실타래〉는 현재 전 세계에서 큰 사랑을 받고 있는 최고의 뜨개 & 핸드메이드 잡지다. 1주년을 맞이한 이번 가을 특집호의 주제는 ‘건지 니트’로 영국의 건지섬에서 시작된 피셔맨 스웨터다. 겉뜨기와 안뜨기를 조합해 만든 무늬들이 매력적이며 뜨기도 쉬워 아름답고 실용적이다.,"일본보그사 (지은이), 김보미, 김수연, 남가영, 배혜영 (옮긴이)"
9791198441508,드루이드가 되고 싶은 당신을 위한 안내서,"빛, 물, 흙, 온도, 바람, 벌레 등 자칫 어려울 수 있는 식물학에 관한 이야기까지 다소 포함되어 있지만, 쉽게 풀어 쓰려는 노력과 편지 형식을 빌린 친절한 어조가 이를 중화시킨다. 그렇게 세상에서 가장 친절하고 다정한 가드닝 실용서가 완성되었다.",프로개 (지은이)
